abstract,acl_url,anthology,anthology_id,arxiv_url,authors,month,title,venue,year
"Active learning aims to select a small subset of data for annotation such that a classifier learned on the data is highly accurate. This is usually done using heuristic selection methods, however the effectiveness of such methods is limited and moreover, the performance of heuristics varies between datasets. To address these shortcomings, we introduce a novel formulation by reframing the active learning as a reinforcement learning problem and explicitly learning a data selection policy, where the policy takes the role of the active learning heuristic. Importantly, our method allows the selection policy learned using simulation on one language to be transferred to other languages. We demonstrate our method using cross-lingual named entity recognition, observing uniform improvements over traditional active learning.",http://aclweb.org/anthology/D17-1063,D17-1,D17-1063,https://arxiv.org/abs/1708.02383,"('Meng Fang', 'Yuan Li', 'Trevor Cohn')",9,Learning how to Active Learn: A Deep Reinforcement Learning Approach,EMNLP,2017
"Splitting and rephrasing a complex sentence into several shorter sentences that convey the same meaning is a challenging problem in NLP. We show that while vanilla seq2seq models can reach high scores on the proposed benchmark (Narayan et al., 2017), they suffer from memorization of the training set which contains more than 89% of the unique simple sentences from the validation and test sets. To aid this, we present a new train-development-test data split and neural models augmented with a copy-mechanism, outperforming the best reported baseline by 8.68 BLEU and fostering further progress on the task.",http://aclweb.org/anthology/D17-1064,D17-1,D17-1064,https://arxiv.org/abs/1805.01035,"('Shashi Narayan', 'Claire Gardent', 'Shay B. Cohen', 'Anastasia Shimorina')",9,Split and Rephrase,EMNLP,2017
"We present a study on the design, growth and optical characterization of a GaN/AlGaN microcavity for the enhancement of second order non linear effects. The proposed system exploits the high second order nonlinear optical response of GaN due to the non centrosymmetric crystalline structure of this material. It consists of a GaN cavity embedded between two GaN/AlGaN Distributed Bragg Reflectors designed for a reference mode coincident with a second harmonic field generated in the near UV region (~ 400 nm). Critical issues for this target are the crystalline quality of the material, together with sharp and abrupt interfaces among the multi-stacked layers. A detailed investigation on the growth evolution of GaN and AlGaN epilayers in such a configuration is reported, with the aim to obtain high quality factor in the desiderated spectral range. Non linear second harmonic generation experiments have been performed and the results were compared with bulk GaN sample, highlighting the effect of the microcavity on the non linear optical response of this material.",http://aclweb.org/anthology/D17-1065,D17-1,D17-1065,https://arxiv.org/abs/1104.2277,"('Zhen Xu', 'Bingquan Liu', 'Baoxun Wang', 'Chengjie SUN', 'Xiaolong Wang', 'Zhuoran Wang', 'Chao Qi')",9,Neural Response Generation via GAN with an Approximate Embedding Layer,EMNLP,2017
"In this paper we explore the effect of architectural choices on learning a Variational Autoencoder (VAE) for text generation. In contrast to the previously introduced VAE model for text where both the encoder and decoder are RNNs, we propose a novel hybrid architecture that blends fully feed-forward convolutional and deconvolutional components with a recurrent language model. Our architecture exhibits several attractive properties such as faster run time and convergence, ability to better handle long sequences and, more importantly, it helps to avoid some of the major difficulties posed by training VAE models on textual data.",http://aclweb.org/anthology/D17-1066,D17-1,D17-1066,https://arxiv.org/abs/1702.02390,"('Stanislau Semeniuta', 'Aliaksei Severyn', 'Erhardt Barth')",9,A Hybrid Convolutional Variational Autoencoder for Text Generation,EMNLP,2017
"Computational Humor involves several tasks, such as humor recognition, humor generation, and humor scoring, for which it is useful to have human-curated data. In this work we present a corpus of 27,000 tweets written in Spanish and crowd-annotated by their humor value and funniness score, with about four annotations per tweet, tagged by 1,300 people over the Internet. It is equally divided between tweets coming from humorous and non-humorous accounts. The inter-annotator agreement Krippendorff's alpha value is 0.5710. The dataset is available for general use and can serve as a basis for humor detection and as a first step to tackle subjectivity.",http://aclweb.org/anthology/D17-1067,D17-1,D17-1067,https://arxiv.org/abs/1710.00477,"('Nabil Hossain', 'John Krumm', 'Lucy Vanderwende', 'Eric Horvitz', 'Henry Kautz')",9,Filling the Blanks (hint: plural noun) for Mad Libs Humor,EMNLP,2017
"In this paper, we introduce a new distributional method for modeling predicate-argument thematic fit judgments. We use a syntax-based DSM to build a prototypical representation of verb-specific roles: for every verb, we extract the most salient second order contexts for each of its roles (i.e. the most salient dimensions of typical role fillers), and then we compute thematic fit as a weighted overlap between the top features of candidate fillers and role prototypes. Our experiments show that our method consistently outperforms a baseline re-implementing a state-of-the-art system, and achieves better or comparable results to those reported in the literature for the other unsupervised systems. Moreover, it provides an explicit representation of the features characterizing verb-specific semantic roles.",http://aclweb.org/anthology/D17-1068,D17-1,D17-1068,https://arxiv.org/abs/1707.05967,"('Enrico Santus', 'Emmanuele Chersoni', 'Alessandro Lenci', 'Philippe Blache')",9,Measuring Thematic Fit with Distributional Feature Overlap,EMNLP,2017
,http://aclweb.org/anthology/D17-1069,D17-1,D17-1069,,"('Dheeraj Mekala', 'Vivek Gupta', 'Bhargavi Paranjape', 'Harish Karnick')",9,"
      SCDV : Sparse Composite Document Vectors using soft clustering over
      distributional representations
    ",EMNLP,2017
,http://aclweb.org/anthology/D17-1070,D17-1,D17-1070,,"('Alexis Conneau', 'Douwe Kiela', 'Holger Schwenk', 'Loïc Barrault', 'Antoine Bordes')",9,"
      Supervised Learning of Universal Sentence Representations from Natural
      Language Inference Data
    ",EMNLP,2017
"Determining semantic textual similarity is a core research subject in natural language processing. Since vector-based models for sentence representation often use shallow information, capturing accurate semantics is difficult. By contrast, logical semantic representations capture deeper levels of sentence semantics, but their symbolic nature does not offer graded notions of textual similarity. We propose a method for determining semantic textual similarity by combining shallow features with features extracted from natural deduction proofs of bidirectional entailment relations between sentence pairs. For the natural deduction proofs, we use ccg2lambda, a higher-order automatic inference system, which converts Combinatory Categorial Grammar (CCG) derivation trees into semantic representations and conducts natural deduction proofs. Experiments show that our system was able to outperform other logic-based systems and that features derived from the proofs are effective for learning textual similarity.",http://aclweb.org/anthology/D17-1071,D17-1,D17-1071,https://arxiv.org/abs/1707.08713,"('Hitomi Yanaka', 'Koji Mineshima', 'Pascual Martínez-Gómez', 'Daisuke Bekki')",9,Determining Semantic Textual Similarity using Natural Deduction Proofs,EMNLP,2017
"We present an iterative procedure to build a Chinese language model (LM). We segment Chinese text into words based on a word-based Chinese language model. However, the construction of a Chinese LM itself requires word boundaries. To get out of the chicken-and-egg problem, we propose an iterative procedure that alternates two operations: segmenting text into words and building an LM. Starting with an initial segmented corpus and an LM based upon it, we use a Viterbi-liek algorithm to segment another set of data. Then, we build an LM based on the second set and use the resulting LM to segment again the first corpus. The alternating procedure provides a self-organized way for the segmenter to detect automatically unseen words and correct segmentation errors. Our preliminary experiment shows that the alternating procedure not only improves the accuracy of our segmentation, but discovers unseen words surprisingly well. The resulting word-based LM has a perplexity of 188 for a general Chinese corpus.",http://aclweb.org/anthology/D17-1072,D17-1,D17-1072,https://arxiv.org/abs/cmp-lg/9606021,"('Chen Gong', 'Zhenghua Li', 'Min Zhang', 'Xinzhou Jiang')",9,Multi-Grained Chinese Word Segmentation,EMNLP,2017
,http://aclweb.org/anthology/D17-1073,D17-1,D17-1073,,"('Nasser Zalmout', 'Nizar Habash')",9,"
      Don't Throw Those Morphological Analyzers Away Just Yet: Neural
      Morphological Disambiguation for Arabic
    ",EMNLP,2017
"The generation of complex derived word forms has been an overlooked problem in NLP; we fill this gap by applying neural sequence-to-sequence models to the task. We overview the theoretical motivation for a paradigmatic treatment of derivational morphology, and introduce the task of derivational paradigm completion as a parallel to inflectional paradigm completion. State-of-the-art neural models, adapted from the inflection task, are able to learn a range of derivation patterns, and outperform a non-neural baseline by 16.4%. However, due to semantic, historical, and lexical considerations involved in derivational morphology, future work will be needed to achieve performance parity with inflection-generating systems.",http://aclweb.org/anthology/D17-1074,D17-1,D17-1074,https://arxiv.org/abs/1708.09151,"('Ryan Cotterell', 'Ekaterina Vylomova', 'Huda Khayrallah', 'Christo Kirov', 'David Yarowsky')",9,Paradigm Completion for Derivational Morphology,EMNLP,2017
"Spoken language processing requires speech and natural language integration. Moreover, spoken Korean calls for unique processing methodology due to its linguistic characteristics. This paper presents SKOPE, a connectionist/symbolic spoken Korean processing engine, which emphasizes that: 1) connectionist and symbolic techniques must be selectively applied according to their relative strength and weakness, and 2) the linguistic characteristics of Korean must be fully considered for phoneme recognition, speech and language integration, and morphological/syntactic processing. The design and implementation of SKOPE demonstrates how connectionist/symbolic hybrid architectures can be constructed for spoken agglutinative language processing. Also SKOPE presents many novel ideas for speech and language processing. The phoneme recognition, morphological analysis, and syntactic analysis experiments show that SKOPE is a viable approach for the spoken Korean processing.",http://aclweb.org/anthology/D17-1075,D17-1,D17-1075,https://arxiv.org/abs/cmp-lg/9504008,['Karl Stratos'],9,A Sub-Character Architecture for Korean Language Processing,EMNLP,2017
"There is a recent trend in handwritten text recognition with deep neural networks to replace 2D recurrent layers with 1D, and in some cases even completely remove the recurrent layers, relying on simple feed-forward convolutional only architectures. The most used type of recurrent layer is the Long-Short Term Memory (LSTM). The motivations to do so are many: there are few open-source implementations of 2D-LSTM, even fewer supporting GPU implementations (currently cuDNN only implements 1D-LSTM); 2D recurrences reduce the amount of computations that can be parallelized, and thus possibly increase the training/inference time; recurrences create global dependencies with respect to the input, and sometimes this may not be desirable.   Many recent competitions were won by systems that employed networks that use 2D-LSTM layers. Most previous work that compared 1D or pure feed-forward architectures to 2D recurrent models have done so on simple datasets or did not fully optimize the ""baseline"" 2D model compared to the challenger model, which was dully optimized.   In this work, we aim at a fair comparison between 2D and competing models and also extensively evaluate them on more complex datasets that are more representative of challenging ""real-world"" data, compared to ""academic"" datasets that are more restricted in their complexity. We aim at determining when and why the 1D and 2D recurrent models have different results. We also compare the results with a language model to assess if linguistic constraints do level the performance of the different networks.   Our results show that for challenging datasets, 2D-LSTM networks still seem to provide the highest performances and we propose a visualization strategy to explain it.",http://aclweb.org/anthology/D17-1076,D17-1,D17-1076,https://arxiv.org/abs/1811.10899,"('Tobias Horsmann', 'Torsten Zesch')",9,Do LSTMs really work so well for PoS tagging? – A replication study,EMNLP,2017
"A semi-automatic open-source tool for layout analysis on early printed books is presented. LAREX uses a rule based connected components approach which is very fast, easily comprehensible for the user and allows an intuitive manual correction if necessary. The PageXML format is used to support integration into existing OCR workflows. Evaluations showed that LAREX provides an efficient and flexible way to segment pages of early printed books.",http://aclweb.org/anthology/D17-1077,D17-1,D17-1077,https://arxiv.org/abs/1701.07396,"('Lara McConnaughey', 'Jennifer Dai', 'David Bamman')",9,The Labeled Segmentation of Printed Books,EMNLP,2017
"Neural morphological tagging has been regarded as an extension to POS tagging task, treating each morphological tag as a monolithic label and ignoring its internal structure. We propose to view morphological tags as composite labels and explicitly model their internal structure in a neural sequence tagger. For this, we explore three different neural architectures and compare their performance with both CRF and simple neural multiclass baselines. We evaluate our models on 49 languages and show that the neural architecture that models the morphological labels as sequences of morphological category values performs significantly better than both baselines establishing state-of-the-art results in morphological tagging for most languages.",http://aclweb.org/anthology/D17-1078,D17-1,D17-1078,https://arxiv.org/abs/1810.08815,"('Ryan Cotterell', 'Georg Heigold')",9,Cross-lingual Character-Level Neural Morphological Tagging,EMNLP,2017
"Neural models with minimal feature engineering have achieved competitive performance against traditional methods for the task of Chinese word segmentation. However, both training and working procedures of the current neural models are computationally inefficient. This paper presents a greedy neural word segmenter with balanced word and character embedding inputs to alleviate the existing drawbacks. Our segmenter is truly end-to-end, capable of performing segmentation much faster and even more accurate than state-of-the-art neural models on Chinese benchmark datasets.",http://aclweb.org/anthology/D17-1079,D17-1,D17-1079,https://arxiv.org/abs/1704.07047,"('Hao Zhou', 'Zhenting Yu', 'Yue Zhang', 'Shujian Huang', 'XIN-YU DAI', 'Jiajun Chen')",9,Word-Context Character Embeddings for Chinese Word Segmentation,EMNLP,2017
"Applying conventional word embedding models to unsegmented languages, where word boundary is not clear, requires word segmentation as preprocessing. However, word segmentation is difficult and expensive to conduct without errors. Segmentation error degrades the quality of word embeddings, leading to performance degradation in downstream applications. In this paper, we propose a simple segmentation-free method to obtain unsupervised vector representations for words, phrases and sentences from an unsegmented raw corpus. Our model is based on subword information skip-gram model, but embedding targets and contexts are character $n$-grams instead of segmented words. We consider all possible character $n$-grams in a corpus as targets, and every target is modeled as the sum of its compositional sub-$n$-grams. Our method completely ignores word boundaries in a corpus and is not word-segmentation dependent. This approach may sound reckless, but it was found to work well through experiments on real-world datasets and benchmarks.",http://aclweb.org/anthology/D17-1080,D17-1,D17-1080,https://arxiv.org/abs/1809.00918,['Takamasa Oshikiri'],9,Segmentation-Free Word Embedding for Unsegmented Languages,EMNLP,2017
,http://aclweb.org/anthology/D17-1081,D17-1,D17-1081,,"('Mrinmaya Sachan', 'Kumar Dubey', 'Eric Xing')",9,"
      From Textbooks to Knowledge: A Case Study in Harvesting Axiomatic
      Knowledge from Textbooks to Solve Geometry Problems
    ",EMNLP,2017
"We investigate the task of distractor generation for multiple choice reading comprehension questions from examinations. In contrast to all previous works, we do not aim at preparing words or short phrases distractors, instead, we endeavor to generate longer and semantic-rich distractors which are closer to distractors in real reading comprehension from examinations. Taking a reading comprehension article, a pair of question and its correct option as input, our goal is to generate several distractors which are somehow related to the answer, consistent with the semantic context of the question and have some trace in the article. We propose a hierarchical encoder-decoder framework with static and dynamic attention mechanisms to tackle this task. Specifically, the dynamic attention can combine sentence-level and word-level attention varying at each recurrent time step to generate a more readable sequence. The static attention is to modulate the dynamic attention not to focus on question irrelevant sentences or sentences which contribute to the correct option. Our proposed framework outperforms several strong baselines on the first prepared distractor generation dataset of real reading comprehension questions. For human evaluation, compared with those distractors generated by baselines, our generated distractors are more functional to confuse the annotators.",http://aclweb.org/anthology/D17-1082,D17-1,D17-1082,https://arxiv.org/abs/1809.02768,"('Guokun Lai', 'Qizhe Xie', 'Hanxiao Liu', 'Yiming Yang', 'Eduard Hovy')",9,RACE: Large-scale ReAding Comprehension Dataset From Examinations,EMNLP,2017
,http://aclweb.org/anthology/D17-1083,D17-1,D17-1083,,"('Mark Hopkins', 'Cristian Petrescu-Prahova', 'Roie Levin', 'Ronan Le Bras', 'Alvaro Herrasti', 'Vidur Joshi')",9,"
      Beyond Sentential Semantic Parsing: Tackling the Math SAT with a Cascade
      of Tree Transducers
    ",EMNLP,2017
"Math word problems form a natural abstraction to a range of quantitative reasoning problems, such as understanding financial news, sports results, and casualties of war. Solving such problems requires the understanding of several mathematical concepts such as dimensional analysis, subset relationships, etc. In this paper, we develop declarative rules which govern the translation of natural language description of these concepts to math expressions. We then present a framework for incorporating such declarative knowledge into word problem solving. Our method learns to map arithmetic word problem text to math expressions, by learning to select the relevant declarative knowledge for each operation of the solution expression. This provides a way to handle multiple concepts in the same problem while, at the same time, support interpretability of the answer expression. Our method models the mapping to declarative knowledge as a latent variable, thus removing the need for expensive annotations. Experimental evaluation suggests that our domain knowledge based solver outperforms all other systems, and that it generalizes better in the realistic case where the training data it is exposed to is biased in a different way than the test data.",http://aclweb.org/anthology/D17-1084,D17-1,D17-1084,https://arxiv.org/abs/1712.09391,"('Danqing Huang', 'Shuming Shi', 'Chin-Yew Lin', 'Jian Yin')",9,Learning Fine-Grained Expressions to Solve Math Word Problems,EMNLP,2017
"Deep neural networks for machine comprehension typically utilizes only word or character embeddings without explicitly taking advantage of structured linguistic information such as constituency trees and dependency trees. In this paper, we propose structural embedding of syntactic trees (SEST), an algorithm framework to utilize structured information and encode them into vector representations that can boost the performance of algorithms for the machine comprehension. We evaluate our approach using a state-of-the-art neural attention model on the SQuAD dataset. Experimental results demonstrate that our model can accurately identify the syntactic boundaries of the sentences and extract answers that are syntactically coherent over the baseline methods.",http://aclweb.org/anthology/D17-1085,D17-1,D17-1085,https://arxiv.org/abs/1703.00572,"('Rui Liu', 'Junjie Hu', 'Wei Wei', 'Zi Yang', 'Eric Nyberg')",9,Structural Embedding of Syntactic Trees for Machine Comprehension,EMNLP,2017
,http://aclweb.org/anthology/D17-1086,D17-1,D17-1086,,"('Teng Long', 'Emmanuel Bengio', 'Ryan Lowe', 'Jackie Chi Kit Cheung', 'Doina Precup')",9,"
      World Knowledge for Reading Comprehension: Rare Entity Prediction with
      Hierarchical LSTMs Using External Descriptions
    ",EMNLP,2017
"We develop a technique for transfer learning in machine comprehension (MC) using a novel two-stage synthesis network (SynNet). Given a high-performing MC model in one domain, our technique aims to answer questions about documents in another domain, where we use no labeled data of question-answer pairs. Using the proposed SynNet with a pretrained model from the SQuAD dataset on the challenging NewsQA dataset, we achieve an F1 measure of 44.3% with a single model and 46.6% with an ensemble, approaching performance of in-domain models (F1 measure of 50.0%) and outperforming the out-of-domain baseline of 7.6%, without use of provided annotations.",http://aclweb.org/anthology/D17-1087,D17-1,D17-1087,https://arxiv.org/abs/1706.09789,"('David Golub', 'Po-Sen Huang', 'Xiaodong He', 'Li Deng')",9,Two-Stage Synthesis Networks for Transfer Learning in Machine Comprehension,EMNLP,2017
"Solving math word problems is a challenging task that requires accurate natural language understanding to bridge natural language texts and math expressions. Motivated by the intuition about how human generates the equations given the problem texts, this paper presents a neural approach to automatically solve math word problems by operating symbols according to their semantic meanings in texts. This paper views the process of generating equation as a bridge between the semantic world and the symbolic world, where the proposed neural math solver is based on an encoder-decoder framework. In the proposed model, the encoder is designed to understand the semantics of problems, and the decoder focuses on tracking semantic meanings of the generated symbols and then deciding which symbol to generate next. The preliminary experiments are conducted in a dataset Math23K, and our model significantly outperforms both the state-of-the-art single model and the best non-retrieval-based model over about 10% accuracy, demonstrating the effectiveness of bridging the symbolic and semantic worlds from math word problems.",http://aclweb.org/anthology/D17-1088,D17-1,D17-1088,https://arxiv.org/abs/1811.00720,"('Yan Wang', 'Xiaojiang Liu', 'Shuming Shi')",9,Deep Neural Solver for Math Word Problems,EMNLP,2017
"Word embedding models such as Skip-gram learn a vector-space representation for each word, based on the local word collocation patterns that are observed in a text corpus. Latent topic models, on the other hand, take a more global view, looking at the word distributions across the corpus to assign a topic to each word occurrence. These two paradigms are complementary in how they represent the meaning of word occurrences. While some previous works have already looked at using word embeddings for improving the quality of latent topics, and conversely, at using latent topics for improving word embeddings, such ""two-step"" methods cannot capture the mutual interaction between the two paradigms. In this paper, we propose STE, a framework which can learn word embeddings and latent topics in a unified manner. STE naturally obtains topic-specific word embeddings, and thus addresses the issue of polysemy. At the same time, it also learns the term distributions of the topics, and the topic distributions of the documents. Our experimental results demonstrate that the STE model can indeed generate useful topic-specific word embeddings and coherent latent topics in an effective and efficient way.",http://aclweb.org/anthology/D17-1089,D17-1,D17-1089,https://arxiv.org/abs/1706.07276,"('Deepak P', 'Dinesh Garg', 'Shirish Shevade')",9,Latent Space Embedding for Retrieval in Question-Answer Archives,EMNLP,2017
"Answering open-ended questions is an essential capability for any intelligent agent. One of the most interesting recent open-ended question answering challenges is Visual Question Answering (VQA) which attempts to evaluate a system's visual understanding through its answers to natural language questions about images. There exist many approaches to VQA, the majority of which do not exhibit deeper semantic understanding of the candidate answers they produce. We study the importance of generating plausible answers to a given question by introducing the novel task of `Answer Proposal': for a given open-ended question, a system should generate a ranked list of candidate answers informed by the semantics of the question. We experiment with various models including a neural generative model as well as a semantic graph matching one. We provide both intrinsic and extrinsic evaluations for the task of Answer Proposal, showing that our best model learns to propose plausible answers with a high recall and performs competitively with some other solutions to VQA.",http://aclweb.org/anthology/D17-1090,D17-1,D17-1090,https://arxiv.org/abs/1610.06620,"('Nan Duan', 'Duyu Tang', 'Peng Chen', 'Ming Zhou')",9,Question Generation for Question Answering,EMNLP,2017
"Question answering (QA) systems are sensitive to the many different ways natural language expresses the same information need. In this paper we turn to paraphrases as a means of capturing this knowledge and present a general framework which learns felicitous paraphrases for various QA tasks. Our method is trained end-to-end using question-answer pairs as a supervision signal. A question and its paraphrases serve as input to a neural scoring model which assigns higher weights to linguistic expressions most likely to yield correct answers. We evaluate our approach on QA over Freebase and answer sentence selection. Experimental results on three datasets show that our framework consistently improves performance, achieving competitive results despite the use of simple QA models.",http://aclweb.org/anthology/D17-1091,D17-1,D17-1091,https://arxiv.org/abs/1708.06022,"('Li Dong', 'Jonathan Mallinson', 'Siva Reddy', 'Mirella Lapata')",9,Learning to Paraphrase for Question Answering,EMNLP,2017
,http://aclweb.org/anthology/D17-1092,D17-1,D17-1092,,"('Yuanliang Meng', 'Anna Rumshisky', 'Alexey Romanov')",9,"
      Temporal Information Extraction for Question Answering Using Syntactic
      Dependencies in an LSTM-based Architecture
    ",EMNLP,2017
,http://aclweb.org/anthology/D17-1093,D17-1,D17-1093,,"('Kateryna Tymoshenko', 'Daniele Bonadiman', 'Alessandro Moschitti')",9,"
      Ranking Kernels for Structures and Embeddings: A Hybrid Preference and
      Classification Model
    ",EMNLP,2017
"We consider answering queries where the underlying data is available only over limited interfaces which provide lookup access to the tuples matching a given binding, but possibly restricting the number of output tuples returned. Interfaces imposing such ""result bounds"" are common in accessing data via the web. Given a query over a set of relations as well as some integrity constraints that relate the queried relations to the data sources, we examine the problem of deciding if the query is answerable over the interfaces; that is, whether there exists a plan that returns all answers to the query, assuming the source data satisfies the integrity constraints.   The first component of our analysis of answerability is a reduction to a query containment problem with constraints. The second component is a set of ""schema simplification"" theorems capturing limitations on how interfaces with result bounds can be useful to obtain complete answers to queries. These results also help to show decidability for the containment problem that captures answerability, for many classes of constraints. The final component in our analysis of answerability is a ""linearization"" method, showing that query containment with certain guarded dependencies -- including those that emerge from answerability problems -- can be reduced to query containment for a well-behaved class of linear dependencies. Putting these components together, we get a detailed picture of how to check answerability over result-bounded services.",http://aclweb.org/anthology/D17-1094,D17-1,D17-1094,https://arxiv.org/abs/1706.07936,"('Semih Yavuz', 'Izzeddin Gur', 'Yu Su', 'Xifeng Yan')",9,Recovering Question Answering Errors via Query Revision,EMNLP,2017
,http://aclweb.org/anthology/D17-1095,D17-1,D17-1095,,"('Jean-Benoit Delbrouck', 'Stéphane Dupont')",9,"
      An empirical study on the effectiveness of images in Multimodal Neural
      Machine Translation
    ",EMNLP,2017
"To be able to interact better with humans, it is crucial for machines to understand sound - a primary modality of human perception. Previous works have used sound to learn embeddings for improved generic textual similarity assessment. In this work, we treat sound as a first-class citizen, studying downstream textual tasks which require aural grounding. To this end, we propose sound-word2vec - a new embedding scheme that learns specialized word embeddings grounded in sounds. For example, we learn that two seemingly (semantically) unrelated concepts, like leaves and paper are similar due to the similar rustling sounds they make. Our embeddings prove useful in textual tasks requiring aural reasoning like text-based sound retrieval and discovering foley sound effects (used in movies). Moreover, our embedding space captures interesting dependencies between words and onomatopoeia and outperforms prior work on aurally-relevant word relatedness datasets such as AMEN and ASLex.",http://aclweb.org/anthology/D17-1096,D17-1,D17-1096,https://arxiv.org/abs/1703.01720,"('Ashwin Vijayakumar', 'Ramakrishna Vedantam', 'Devi Parikh')",9,Sound-Word2Vec: Learning Word Representations Grounded in Sounds,EMNLP,2017
,http://aclweb.org/anthology/D17-1097,D17-1,D17-1097,,"('Aroma Mahendru', 'Viraj Prabhu', 'Akrit Mohapatra', 'Dhruv Batra', 'Stefan Lee')",9,"
      The Promise of Premise: Harnessing Question Premises in Visual Question
      Answering
    ",EMNLP,2017
"Existing image captioning models do not generalize well to out-of-domain images containing novel scenes or objects. This limitation severely hinders the use of these models in real world applications dealing with images in the wild. We address this problem using a flexible approach that enables existing deep captioning architectures to take advantage of image taggers at test time, without re-training. Our method uses constrained beam search to force the inclusion of selected tag words in the output, and fixed, pretrained word embeddings to facilitate vocabulary expansion to previously unseen tag words. Using this approach we achieve state of the art results for out-of-domain captioning on MSCOCO (and improved results for in-domain captioning). Perhaps surprisingly, our results significantly outperform approaches that incorporate the same tag predictions into the learning algorithm. We also show that we can significantly improve the quality of generated ImageNet captions by leveraging ground-truth labels.",http://aclweb.org/anthology/D17-1098,D17-1,D17-1098,https://arxiv.org/abs/1612.00576,"('Peter Anderson', 'Basura Fernando', 'Mark Johnson', 'Stephen Gould')",9,Guided Open Vocabulary Image Captioning with Constrained Beam Search,EMNLP,2017
"In this paper, we investigate large-scale zero-shot activity recognition by modeling the visual and linguistic attributes of action verbs. For example, the verb ""salute"" has several properties, such as being a light movement, a social act, and short in duration. We use these attributes as the internal mapping between visual and textual representations to reason about a previously unseen action. In contrast to much prior work that assumes access to gold standard attributes for zero-shot classes and focuses primarily on object attributes, our model uniquely learns to infer action attributes from dictionary definitions and distributed word representations. Experimental results confirm that action attributes inferred from language can provide a predictive signal for zero-shot prediction of previously unseen activities.",http://aclweb.org/anthology/D17-1099,D17-1,D17-1099,https://arxiv.org/abs/1707.09468,"('Rowan Zellers', 'Yejin Choi')",9,Zero-Shot Activity Recognition with Verb Attribute Induction,EMNLP,2017
,http://aclweb.org/anthology/D17-1100,D17-1,D17-1100,,"('Sina Zarrieß', 'David Schlangen')",9,"
      Deriving continous grounded meaning representations from referentially
      structured multimodal contexts
    ",EMNLP,2017
"We address the problem of end-to-end visual storytelling. Given a photo album, our model first selects the most representative (summary) photos, and then composes a natural language story for the album. For this task, we make use of the Visual Storytelling dataset and a model composed of three hierarchically-attentive Recurrent Neural Nets (RNNs) to: encode the album photos, select representative (summary) photos, and compose the story. Automatic and human evaluations show our model achieves better performance on selection, generation, and retrieval than baselines.",http://aclweb.org/anthology/D17-1101,D17-1,D17-1101,https://arxiv.org/abs/1708.02977,"('Licheng Yu', 'Mohit Bansal', 'Tamara Berg')",9,Hierarchically-Attentive RNN for Album Summarization and Storytelling,EMNLP,2017
"Sports channel video portals offer an exciting domain for research on multimodal, multilingual analysis. We present methods addressing the problem of automatic video highlight prediction based on joint visual features and textual analysis of the real-world audience discourse with complex slang, in both English and traditional Chinese. We present a novel dataset based on League of Legends championships recorded from North American and Taiwanese Twitch.tv channels (will be released for further research), and demonstrate strong results on these using multimodal, character-level CNN-RNN model architectures.",http://aclweb.org/anthology/D17-1102,D17-1,D17-1102,https://arxiv.org/abs/1707.08559,"('Cheng-Yang Fu', 'Joon Lee', 'Mohit Bansal', 'Alexander Berg')",9,Video Highlight Prediction Using Audience Chat Reactions,EMNLP,2017
"Sequence-to-sequence models have shown promising improvements on the temporal task of video captioning, but they optimize word-level cross-entropy loss during training. First, using policy gradient and mixed-loss methods for reinforcement learning, we directly optimize sentence-level task-based metrics (as rewards), achieving significant improvements over the baseline, based on both automatic metrics and human evaluation on multiple datasets. Next, we propose a novel entailment-enhanced reward (CIDEnt) that corrects phrase-matching based metrics (such as CIDEr) to only allow for logically-implied partial matches and avoid contradictions, achieving further significant improvements over the CIDEr-reward model. Overall, our CIDEnt-reward model achieves the new state-of-the-art on the MSR-VTT dataset.",http://aclweb.org/anthology/D17-1103,D17-1,D17-1103,https://arxiv.org/abs/1708.02300,"('Ramakanth Pasunuru', 'Mohit Bansal')",9,Reinforced Video Captioning with Entailment Rewards,EMNLP,2017
"Using a corpus of over 17,000 financial news reports (involving over 10M words), we perform an analysis of the argument-distributions of the UP- and DOWN-verbs used to describe movements of indices, stocks, and shares. Using measures of the overlap in the argument distributions of these verbs and k-means clustering of their distributions, we advance evidence for the proposal that the metaphors referred to by these verbs are organised into hierarchical structures of superordinate and subordinate groups.",http://aclweb.org/anthology/D17-1104,D17-1,D17-1104,https://arxiv.org/abs/1212.3138,"('Jesse Mu', 'Joshua K. Hartshorne', ""Timothy O'Donnell"")",9,Evaluating Hierarchies of Verb Argument Structure with Hierarchical Clustering,EMNLP,2017
,http://aclweb.org/anthology/D17-1105,D17-1,D17-1105,,"('Iacer Calixto', 'Qun Liu')",9,"
      Incorporating Global Visual Features into Attention-based Neural Machine
      Translation.
    ",EMNLP,2017
,http://aclweb.org/anthology/D17-1106,D17-1,D17-1106,,"('Dipendra Misra', 'John Langford', 'Yoav Artzi')",9,"
      Mapping Instructions and Visual Observations to Actions with Reinforcement
      Learning
    ",EMNLP,2017
,http://aclweb.org/anthology/D17-1107,D17-1,D17-1107,,"('Kathleen C. Fraser', 'Kristina Lundholm Fors', 'Dimitrios Kokkinakis', 'Arto Nordlund')",9,"
      An analysis of eye-movements during reading for the detection of mild
      cognitive impairment
    ",EMNLP,2017
